CRASH DATE,BOROUGH,LATITUDE,LONGITUDE
11/05/2022,BROOKLYN,40.66339,-73.914
11/06/2022,BROOKLYN,40.66038,-73.95766
11/06/2022,BROOKLYN,40.687584,-73.9825
11/06/2022,BROOKLYN,40.65906,-73.88459
11/06/2022,BROOKLYN,40.674072,-73.863
11/06/2022,BROOKLYN,40.585823,-73.95281
11/06/2022,BROOKLYN,40.69841,-73.913315
11/06/2022,BROOKLYN,40.66571,-73.90587
11/06/2022,BROOKLYN,40.60971,-73.96494
11/06/2022,BROOKLYN,40.668457,-73.877846
11/06/2022,BROOKLYN,40.68817,-73.98399
11/06/2022,BROOKLYN,40.703915,-73.94817
11/06/2022,BROOKLYN,40.686115,-73.86992
11/06/2022,BROOKLYN,40.641537,-73.995346
11/06/2022,BROOKLYN,40.69821,-73.92406
11/06/2022,BROOKLYN,40.63411,-74.0326
11/06/2022,BROOKLYN,40.707523,-73.96115
11/06/2022,BROOKLYN,40.630367,-73.90254
11/06/2022,BROOKLYN,40.646534,-73.9961
11/06/2022,BROOKLYN,40.70166,-73.961464
11/06/2022,BROOKLYN,40.64978,-73.94947
11/06/2022,BROOKLYN,40.70908,-73.9575
11/06/2022,BROOKLYN,40.724335,-73.94613
11/06/2022,BROOKLYN,40.60373,-73.9968
11/06/2022,BROOKLYN,40.65516,-73.867714
11/06/2022,BROOKLYN,40.590153,-73.984024
11/06/2022,BROOKLYN,40.665916,-73.92547
11/06/2022,BROOKLYN,40.62835,-73.924965
11/06/2022,BROOKLYN,40.703762,-73.94262
11/06/2022,BROOKLYN,40.696033,-73.984535
11/06/2022,BROOKLYN,40.67122,-73.88276
11/06/2022,BROOKLYN,40.648884,-73.9504
11/06/2022,BROOKLYN,40.625816,-74.0212
11/06/2022,BROOKLYN,40.63778,-74.01794
11/06/2022,BROOKLYN,40.69193,-73.91031
11/06/2022,BROOKLYN,40.619175,-73.97172
11/06/2022,BROOKLYN,40.68474,-73.974144
11/06/2022,BROOKLYN,40.670895,-73.88894
11/06/2022,BROOKLYN,40.65217,-73.96141
11/06/2022,BROOKLYN,40.594254,-73.96203
